app,number_of_participants,camera,microphone,background,joules
Zoom,5,False,True,False,246.96432000000001
Zoom,5,False,True,False,269.55252
Zoom,5,False,True,False,268.04664
Zoom,5,False,True,False,268.04664
Zoom,5,False,True,False,263.529
Zoom,5,False,True,False,265.03488
Zoom,5,False,True,False,263.529
Zoom,5,False,True,False,263.529
Zoom,5,False,True,False,265.03488
Zoom,5,False,True,False,265.03488
Zoom,5,False,True,False,265.03488
Zoom,5,False,True,False,243.95255999999998
Zoom,5,False,True,False,263.529
Zoom,5,False,True,False,265.03488
Zoom,5,False,True,False,263.529
Zoom,5,False,True,False,265.03488
Zoom,5,False,True,False,265.03488
Zoom,5,False,True,False,265.03488
Zoom,5,False,True,False,265.03488
Zoom,5,False,True,False,265.03488
Zoom,5,True,True,True,955.3075200000001
Zoom,5,True,True,True,978.7219200000001
Zoom,5,True,True,True,978.7219200000001
Zoom,5,True,True,True,980.28288
Zoom,5,True,True,True,981.84384
Zoom,5,True,True,True,980.28288
Zoom,5,True,True,True,978.7219200000001
Zoom,5,True,True,True,978.7219200000001
Zoom,5,True,True,True,980.28288
Zoom,5,True,True,True,964.67328
Zoom,5,True,True,True,981.84384
Zoom,5,True,True,True,981.84384
Zoom,5,True,True,True,980.28288
Zoom,5,True,True,True,981.84384
Zoom,5,True,True,True,980.28288
Zoom,5,True,True,True,980.28288
Zoom,5,True,True,True,981.84384
Zoom,5,True,True,True,981.84384
Zoom,5,True,True,True,984.9657600000002
Zoom,5,True,True,True,983.4048
Zoom,5,False,False,False,244.81548
Zoom,5,False,False,False,250.97436000000002
Zoom,5,False,False,False,250.97436000000002
Zoom,5,False,False,False,250.97436000000002
Zoom,5,False,False,False,250.97436000000002
Zoom,5,False,False,False,250.97436000000002
Zoom,5,False,False,False,250.97436000000002
Zoom,5,False,False,False,250.97436000000002
Zoom,5,False,False,False,252.51407999999998
Zoom,5,False,False,False,252.51407999999998
Zoom,5,False,False,False,250.97436000000002
Zoom,5,False,False,False,252.51407999999998
Zoom,5,False,False,False,252.51407999999998
Zoom,5,False,False,False,250.97436000000002
Zoom,5,False,False,False,252.51407999999998
Zoom,5,False,False,False,250.97436000000002
Zoom,5,False,False,False,250.97436000000002
Zoom,5,False,False,False,252.51407999999998
Zoom,5,False,False,False,250.97436000000002
Zoom,5,False,False,False,250.97436000000002
Zoom,5,True,False,False,931.0204799999999
Zoom,5,True,False,False,956.79792
Zoom,5,True,False,False,958.31424
Zoom,5,True,False,False,953.7652799999998
Zoom,5,True,False,False,952.2489599999999
Zoom,5,True,False,False,949.21632
Zoom,5,True,False,False,950.7326400000001
Zoom,5,True,False,False,952.2489599999999
Zoom,5,True,False,False,952.2489599999999
Zoom,5,True,False,False,949.21632
Zoom,5,True,False,False,952.2489599999999
Zoom,5,True,False,False,949.21632
Zoom,5,True,False,False,926.47152
Zoom,5,True,False,False,947.6999999999999
Zoom,5,True,False,False,947.6999999999999
Zoom,5,True,False,False,956.79792
Zoom,5,True,False,False,950.7326400000001
Zoom,5,True,False,False,952.2489599999999
Zoom,5,True,False,False,947.6999999999999
Zoom,5,True,False,False,952.2489599999999
Zoom,5,True,True,False,155.94983999999997
Zoom,5,True,True,False,954.04608
Zoom,5,True,True,False,969.33528
Zoom,5,True,True,False,970.8642
Zoom,5,True,True,False,973.9220400000002
Zoom,5,True,True,False,981.5666400000002
Zoom,5,True,True,False,976.97988
Zoom,5,True,True,False,963.2196
Zoom,5,True,True,False,978.5088
Zoom,5,True,True,False,975.45096
Zoom,5,True,True,False,975.45096
Zoom,5,True,True,False,972.39312
Zoom,5,True,True,False,975.45096
Zoom,5,True,True,False,976.97988
Zoom,5,True,True,False,972.39312
Zoom,5,True,True,False,984.6244800000002
Zoom,5,True,True,False,975.45096
Zoom,5,True,True,False,973.9220400000002
Zoom,5,True,True,False,975.45096
Zoom,5,True,True,False,970.8642
Zoom,5,True,False,True,951.3957600000001
Zoom,5,True,False,True,963.95544
Zoom,5,True,False,True,965.5254
Zoom,5,True,False,True,970.2352799999999
Zoom,5,True,False,True,970.2352799999999
Zoom,5,True,False,True,967.0953600000001
Zoom,5,True,False,True,965.5254
Zoom,5,True,False,True,971.8052399999999
Zoom,5,True,False,True,971.8052399999999
Zoom,5,True,False,True,967.0953600000001
Zoom,5,True,False,True,943.54596
Zoom,5,True,False,True,971.8052399999999
Zoom,5,True,False,True,971.8052399999999
Zoom,5,True,False,True,970.2352799999999
Zoom,5,True,False,True,971.8052399999999
Zoom,5,True,False,True,948.2558399999999
Zoom,5,True,False,True,973.3752000000001
Zoom,5,True,False,True,970.2352799999999
Zoom,5,True,False,True,971.8052399999999
Zoom,5,True,False,True,973.3752000000001
Meet,5,True,True,False,991.6603200000001
Meet,5,True,True,False,1014.7939200000001
Meet,5,True,True,False,1016.3361600000002
Meet,5,True,True,False,1016.3361600000002
Meet,5,True,True,False,1019.4206399999999
Meet,5,True,True,False,1016.3361600000002
Meet,5,True,True,False,1017.8783999999999
Meet,5,True,True,False,1007.0827200000001
Meet,5,True,True,False,1019.4206399999999
Meet,5,True,True,False,1013.2516800000001
Meet,5,True,True,False,1019.4206399999999
Meet,5,True,True,False,1016.3361600000002
Meet,5,True,True,False,1020.9628799999999
Meet,5,True,True,False,1002.4559999999999
Meet,5,True,True,False,1014.7939200000001
Meet,5,True,True,False,1014.7939200000001
Meet,5,True,True,False,988.5758399999999
Meet,5,True,True,False,1002.4559999999999
Meet,5,True,True,False,1003.9982399999999
Meet,5,True,True,False,1014.7939200000001
Meet,5,True,False,False,993.4038
Meet,5,True,False,False,1013.364
Meet,5,True,False,False,1013.364
Meet,5,True,False,False,1013.364
Meet,5,True,False,False,1016.4348
Meet,5,True,False,False,1014.8994
Meet,5,True,False,False,1016.4348
Meet,5,True,False,False,1013.364
Meet,5,True,False,False,1011.8286
Meet,5,True,False,False,1013.364
Meet,5,True,False,False,1014.8994
Meet,5,True,False,False,1011.8286
Meet,5,True,False,False,1011.8286
Meet,5,True,False,False,1013.364
Meet,5,True,False,False,1014.8994
Meet,5,True,False,False,1010.2932000000001
Meet,5,True,False,False,1013.364
Meet,5,True,False,False,1017.9702
Meet,5,True,False,False,1014.8994
Meet,5,True,False,False,1016.4348
Meet,5,False,True,False,262.97424
Meet,5,False,True,False,256.85856
Meet,5,False,True,False,282.85020000000003
Meet,5,False,True,False,281.32127999999994
Meet,5,False,True,False,279.79236
Meet,5,False,True,False,279.79236
Meet,5,False,True,False,281.32127999999994
Meet,5,False,True,False,281.32127999999994
Meet,5,False,True,False,279.79236
Meet,5,False,True,False,281.32127999999994
Meet,5,False,True,False,281.32127999999994
Meet,5,False,True,False,282.85020000000003
Meet,5,False,True,False,279.79236
Meet,5,False,True,False,279.79236
Meet,5,False,True,False,252.27179999999998
Meet,5,False,True,False,279.79236
Meet,5,False,True,False,279.79236
Meet,5,False,True,False,279.79236
Meet,5,False,True,False,281.32127999999994
Meet,5,False,True,False,281.32127999999994
Meet,5,True,False,True,1047.654
Meet,5,True,False,True,1068.012
Meet,5,True,False,True,1066.4460000000001
Meet,5,True,False,True,1066.4460000000001
Meet,5,True,False,True,1068.012
Meet,5,True,False,True,1069.578
Meet,5,True,False,True,1075.842
Meet,5,True,False,True,1074.276
Meet,5,True,False,True,1069.578
Meet,5,True,False,True,1072.71
Meet,5,True,False,True,1069.578
Meet,5,True,False,True,1068.012
Meet,5,True,False,True,1068.012
Meet,5,True,False,True,1074.276
Meet,5,True,False,True,1082.106
Meet,5,True,False,True,1077.408
Meet,5,True,False,True,1080.54
Meet,5,True,False,True,1075.842
Meet,5,True,False,True,1078.974
Meet,5,True,False,True,1078.974
Meet,5,False,False,False,264.32280000000003
Meet,5,False,False,False,286.09056
Meet,5,False,False,False,286.09056
Meet,5,False,False,False,282.98088
Meet,5,False,False,False,286.09056
Meet,5,False,False,False,287.6454
Meet,5,False,False,False,287.6454
Meet,5,False,False,False,265.87764000000004
Meet,5,False,False,False,292.30992
Meet,5,False,False,False,290.75508
Meet,5,False,False,False,290.75508
Meet,5,False,False,False,290.75508
Meet,5,False,False,False,290.75508
Meet,5,False,False,False,290.75508
Meet,5,False,False,False,289.20024000000006
Meet,5,False,False,False,290.75508
Meet,5,False,False,False,289.20024000000006
Meet,5,False,False,False,292.30992
Meet,5,False,False,False,292.30992
Meet,5,False,False,False,289.20024000000006
Meet,5,True,True,True,1068.46848
Meet,5,True,True,True,1090.56384
Meet,5,True,True,True,1074.7814399999997
Meet,5,True,True,True,1095.29856
Meet,5,True,True,True,1107.92448
Meet,5,True,True,True,1090.56384
Meet,5,True,True,True,1109.50272
Meet,5,True,True,True,1074.7814399999997
Meet,5,True,True,True,1065.3120000000001
Meet,5,True,True,True,1106.34624
Meet,5,True,True,True,1076.35968
Meet,5,True,True,True,1073.2032
Meet,5,True,True,True,1074.7814399999997
Meet,5,True,True,True,1074.7814399999997
Meet,5,True,True,True,1074.7814399999997
Meet,5,True,True,True,1076.35968
Meet,5,True,True,True,1073.2032
Meet,5,True,True,True,1076.35968
Meet,5,True,True,True,1068.46848
Meet,5,True,True,True,1066.89024
Zoom,2,True,False,False,986.2473600000001
Zoom,2,True,False,False,1004.62464
Zoom,2,True,False,False,1003.0932000000001
Zoom,2,True,False,False,1007.6875200000001
Zoom,2,True,False,False,980.1216
Zoom,2,True,False,False,977.05872
Zoom,2,True,False,False,975.52728
Zoom,2,True,False,False,975.52728
Zoom,2,True,False,False,973.9958400000002
Zoom,2,True,False,False,977.05872
Zoom,2,True,False,False,966.3386400000002
Zoom,2,True,False,False,975.52728
Zoom,2,True,False,False,978.59016
Zoom,2,True,False,False,975.52728
Zoom,2,True,False,False,972.4644000000001
Zoom,2,True,False,False,973.9958400000002
Zoom,2,True,False,False,975.52728
Zoom,2,True,False,False,973.9958400000002
Zoom,2,True,False,False,975.52728
Zoom,2,True,False,False,975.52728
Zoom,2,True,True,True,996.0102
Zoom,2,True,True,True,999.1472400000001
Zoom,2,True,True,True,999.1472400000001
Zoom,2,True,True,True,1002.28428
Zoom,2,True,True,True,994.4416799999999
Zoom,2,True,True,True,1008.55836
Zoom,2,True,True,True,1008.55836
Zoom,2,True,True,True,1008.55836
Zoom,2,True,True,True,1011.6954000000001
Zoom,2,True,True,True,1010.1268800000001
Zoom,2,True,True,True,1014.8324400000001
Zoom,2,True,True,True,1016.4009599999998
Zoom,2,True,True,True,1014.8324400000001
Zoom,2,True,True,True,1011.6954000000001
Zoom,2,True,True,True,1011.6954000000001
Zoom,2,True,True,True,1021.1065199999999
Zoom,2,True,True,True,1010.1268800000001
Zoom,2,True,True,True,1010.1268800000001
Zoom,2,True,True,True,1017.9694800000002
Zoom,2,True,True,True,1028.9491199999998
Zoom,2,False,True,False,245.11895999999996
Zoom,2,False,True,False,264.78900000000004
Zoom,2,False,True,False,264.78900000000004
Zoom,2,False,True,False,260.24976
Zoom,2,False,True,False,257.2236
Zoom,2,False,True,False,254.19744
Zoom,2,False,True,False,254.19744
Zoom,2,False,True,False,254.19744
Zoom,2,False,True,False,255.71052
Zoom,2,False,True,False,255.71052
Zoom,2,False,True,False,255.71052
Zoom,2,False,True,False,254.19744
Zoom,2,False,True,False,254.19744
Zoom,2,False,True,False,254.19744
Zoom,2,False,True,False,254.19744
Zoom,2,False,True,False,254.19744
Zoom,2,False,True,False,254.19744
Zoom,2,False,True,False,254.19744
Zoom,2,False,True,False,255.71052
Zoom,2,False,True,False,258.73668
Zoom,2,False,False,False,242.69688
Zoom,2,False,False,False,247.33440000000002
Zoom,2,False,False,False,248.88024000000004
Zoom,2,False,False,False,247.33440000000002
Zoom,2,False,False,False,247.33440000000002
Zoom,2,False,False,False,248.88024000000004
Zoom,2,False,False,False,248.88024000000004
Zoom,2,False,False,False,247.33440000000002
Zoom,2,False,False,False,248.88024000000004
Zoom,2,False,False,False,247.33440000000002
Zoom,2,False,False,False,251.97191999999995
Zoom,2,False,False,False,247.33440000000002
Zoom,2,False,False,False,247.33440000000002
Zoom,2,False,False,False,248.88024000000004
Zoom,2,False,False,False,247.33440000000002
Zoom,2,False,False,False,247.33440000000002
Zoom,2,False,False,False,248.88024000000004
Zoom,2,False,False,False,248.88024000000004
Zoom,2,False,False,False,248.88024000000004
Zoom,2,False,False,False,247.33440000000002
Zoom,2,True,False,True,1010.3738399999999
Zoom,2,True,False,True,1011.9211200000001
Zoom,2,True,False,True,993.3537600000002
Zoom,2,True,False,True,1005.732
Zoom,2,True,False,True,997.9956
Zoom,2,True,False,True,985.6173600000002
Zoom,2,True,False,True,987.1646399999998
Zoom,2,True,False,True,987.1646399999998
Zoom,2,True,False,True,994.90104
Zoom,2,True,False,True,993.3537600000002
Zoom,2,True,False,True,993.3537600000002
Zoom,2,True,False,True,967.05
Zoom,2,True,False,True,991.8064799999999
Zoom,2,True,False,True,993.3537600000002
Zoom,2,True,False,True,991.8064799999999
Zoom,2,True,False,True,994.90104
Zoom,2,True,False,True,993.3537600000002
Zoom,2,True,False,True,1005.732
Zoom,2,True,False,True,996.4483200000001
Zoom,2,True,False,True,993.3537600000002
Zoom,2,True,True,False,1011.5179200000001
Zoom,2,True,True,False,1030.36608
Zoom,2,True,True,False,1020.9419999999999
Zoom,2,True,True,False,1025.65404
Zoom,2,True,True,False,1027.22472
Zoom,2,True,True,False,1030.36608
Zoom,2,True,True,False,1028.7954
Zoom,2,True,True,False,1031.9367600000003
Zoom,2,True,True,False,1028.7954
Zoom,2,True,True,False,1031.9367600000003
Zoom,2,True,True,False,1030.36608
Zoom,2,True,True,False,1036.6488
Zoom,2,True,True,False,1041.3608399999998
Zoom,2,True,True,False,1031.9367600000003
Zoom,2,True,True,False,1030.36608
Zoom,2,True,True,False,1035.07812
Zoom,2,True,True,False,1013.0885999999999
Zoom,2,True,True,False,1033.5074399999999
Zoom,2,True,True,False,1027.22472
Zoom,2,True,True,False,1030.36608
Meet,2,True,True,False,1014.39
Meet,2,True,True,False,997.2234
Meet,2,True,True,False,994.1021999999999
Meet,2,True,True,False,992.5416
Meet,2,True,True,False,992.5416
Meet,2,True,True,False,1003.4658000000001
Meet,2,True,True,False,990.9809999999999
Meet,2,True,True,False,992.5416
Meet,2,True,True,False,987.8598000000001
Meet,2,True,True,False,986.2991999999999
Meet,2,True,True,False,987.8598000000001
Meet,2,True,True,False,990.9809999999999
Meet,2,True,True,False,978.4962
Meet,2,True,True,False,992.5416
Meet,2,True,True,False,987.8598000000001
Meet,2,True,True,False,986.2991999999999
Meet,2,True,True,False,984.7386
Meet,2,True,True,False,984.7386
Meet,2,True,True,False,986.2991999999999
Meet,2,True,True,False,983.178
Meet,2,True,False,False,970.6967999999999
Meet,2,True,False,False,997.3126799999999
Meet,2,True,False,False,997.3126799999999
Meet,2,True,False,False,998.87832
Meet,2,True,False,False,995.7470400000001
Meet,2,True,False,False,976.95936
Meet,2,True,False,False,995.7470400000001
Meet,2,True,False,False,1003.57524
Meet,2,True,False,False,1003.57524
Meet,2,True,False,False,997.3126799999999
Meet,2,True,False,False,998.87832
Meet,2,True,False,False,998.87832
Meet,2,True,False,False,997.3126799999999
Meet,2,True,False,False,1002.0095999999999
Meet,2,True,False,False,995.7470400000001
Meet,2,True,False,False,998.87832
Meet,2,True,False,False,995.7470400000001
Meet,2,True,False,False,997.3126799999999
Meet,2,True,False,False,973.8280799999999
Meet,2,True,False,False,1002.0095999999999
Meet,2,False,True,False,247.428
Meet,2,False,True,False,266.22
Meet,2,False,True,False,269.352
Meet,2,False,True,False,267.786
Meet,2,False,True,False,261.522
Meet,2,False,True,False,261.522
Meet,2,False,True,False,264.654
Meet,2,False,True,False,264.654
Meet,2,False,True,False,261.522
Meet,2,False,True,False,263.088
Meet,2,False,True,False,264.654
Meet,2,False,True,False,264.654
Meet,2,False,True,False,261.522
Meet,2,False,True,False,267.786
Meet,2,False,True,False,263.088
Meet,2,False,True,False,263.088
Meet,2,False,True,False,263.088
Meet,2,False,True,False,264.654
Meet,2,False,True,False,263.088
Meet,2,False,True,False,263.088
Meet,2,False,False,False,245.19455999999997
Meet,2,False,False,False,264.05568
Meet,2,False,False,False,264.05568
Meet,2,False,False,False,264.05568
Meet,2,False,False,False,264.05568
Meet,2,False,False,False,262.48392
Meet,2,False,False,False,264.05568
Meet,2,False,False,False,264.05568
Meet,2,False,False,False,267.19919999999996
Meet,2,False,False,False,267.19919999999996
Meet,2,False,False,False,267.19919999999996
Meet,2,False,False,False,249.90984000000003
Meet,2,False,False,False,265.62744
Meet,2,False,False,False,264.05568
Meet,2,False,False,False,265.62744
Meet,2,False,False,False,265.62744
Meet,2,False,False,False,265.62744
Meet,2,False,False,False,264.05568
Meet,2,False,False,False,265.62744
Meet,2,False,False,False,264.05568
Meet,2,True,True,True,1002.5920799999999
Meet,2,True,True,True,1022.6131200000001
Meet,2,True,True,True,994.8916800000001
Meet,2,True,True,True,999.51192
Meet,2,True,True,True,993.3516
Meet,2,True,True,True,993.3516
Meet,2,True,True,True,970.2503999999999
Meet,2,True,True,True,997.9718399999999
Meet,2,True,True,True,1001.0519999999999
Meet,2,True,True,True,994.8916800000001
Meet,2,True,True,True,997.9718399999999
Meet,2,True,True,True,994.8916800000001
Meet,2,True,True,True,997.9718399999999
Meet,2,True,True,True,994.8916800000001
Meet,2,True,True,True,997.9718399999999
Meet,2,True,True,True,997.9718399999999
Meet,2,True,True,True,994.8916800000001
Meet,2,True,True,True,994.8916800000001
Meet,2,True,True,True,993.3516
Meet,2,True,True,True,974.8706399999999
Meet,2,True,False,True,979.1496
Meet,2,True,False,True,1000.7712
Meet,2,True,False,True,997.6823999999999
Meet,2,True,False,True,1000.7712
Meet,2,True,False,True,1000.7712
Meet,2,True,False,True,997.6823999999999
Meet,2,True,False,True,1000.7712
Meet,2,True,False,True,997.6823999999999
Meet,2,True,False,True,1000.7712
Meet,2,True,False,True,1000.7712
Meet,2,True,False,True,1002.3155999999999
Meet,2,True,False,True,997.6823999999999
Meet,2,True,False,True,988.416
Meet,2,True,False,True,968.3388000000001
Meet,2,True,False,True,1000.7712
Meet,2,True,False,True,1000.7712
Meet,2,True,False,True,1002.3155999999999
Meet,2,True,False,True,999.2268
Meet,2,True,False,True,997.6823999999999
Meet,2,True,False,True,997.6823999999999
